 date,temp_avg,temp_max,temp_min,precip24hr,rh_avg
4/18/11,59.18,66,51.1,,44.26
4/19/11,53.85,57.2,50,0.01,72.13
4/20/11,62.19,82,46,,65.06
4/21/11,56.77,68,48,,33.42
4/22/11,46.18,52,39.9,0,48.54
4/23/11,55.06,69.8,42.8,0.29,84.7
4/24/11,70.08,82.9,57.2,0.09,71.62
4/25/11,72.57,84.9,59,,71.3
4/26/11,73.74,82.9,66.9,,67.34
4/27/11,72.18,79,66,0.02,77.09
4/28/11,71.47,78.8,64.9,0.04,74.53
4/29/11,60.82,66,53.1,,48.33
4/30/11,57.9,66.9,48.9,,49.21
5/1/11,58,70,46,,57.29
5/2/11,63.5,72,55,,64.33
5/3/11,70.4,82.9,57.9,0,65.69
5/4/11,57.9,66.9,48.9,0.47,71.7
5/5/11,57.45,66.9,48,,41.33
5/6/11,59,72,46,0,50.58
5/7/11,62.05,73,51.1,0,56.96
5/8/11,61.95,73.9,50,0,52.5
5/9/11,62.55,72,53.1,,42.54
5/10/11,63.95,75.9,52,,40
5/11/11,61.95,73.9,50,,59.92
5/12/11,64.5,75.9,53.1,,60.71
5/13/11,62.5,73,52,,65.79
5/14/11,60.5,64,57,0.17,82.62
5/15/11,68.55,77,60.1,0.21,82.43
5/16/11,68.45,75.9,61,0.02,86.19
5/17/11,63.5,69.1,57.9,0.36,85.51
5/18/11,65.05,70,60.1,0.24,85.09
5/19/11,66.9,75.9,57.9,0.36,79.88
5/20/11,61.95,66.9,57,0.06,82.28
5/21/11,68.45,81,55.9,,67.56
5/22/11,62.95,66.9,59,0,81.41
5/23/11,69.55,80.1,59,0.03,81.03
5/24/11,77,86,68,0,63.56
5/25/11,74.9,84.9,64.9,,61.82
5/26/11,78.45,93.9,63,,64.77
5/27/11,77.55,87.1,68,,61.96
5/28/11,77,86,68,0,67.54
5/29/11,77.45,88,66.9,,69.58
5/30/11,82.5,93,72,,64.88
5/31/11,82.95,93.9,72,,59.79
6/1/11,83.05,96.1,70,,64.79
6/2/11,74.45,84,64.9,,26.38
6/3/11,69,80.1,57.9,,30.95
6/4/11,67.45,79,55.9,,41.04
6/5/11,69,75.9,62.1,,61.54
6/6/11,71.5,82.9,60.1,,61.73
6/7/11,77.55,89.1,66,,59.81
6/8/11,83.5,97,70,,58.92
6/9/11,82.5,99,66,0.18,60.64
6/10/11,79.98,89.6,71.6,,65.57
6/11/11,74.45,82.9,66,0.51,81.1
6/12/11,71.82,80.1,64.4,0.15,80.19
6/13/11,70.85,75.2,66,,54.29
6/14/11,66.84,75.9,59,0.09,64.78
6/15/11,71.22,84,57,,52.83
6/16/11,73.09,80.1,66.2,0.05,58
6/17/11,74.53,82.9,66.2,1.41,68.96
6/18/11,77.7,86,68,,61.06
6/19/11,77.53,84.9,70,,53.54
6/20/11,73.51,79,69.1,,58.08
6/21/11,74.88,84,68,0.02,68.38
6/22/11,79.38,91,69.1,0.04,68.99
6/23/11,79.12,88,73,0.03,74.89
6/24/11,78.52,87.1,69.8,0,66.87
6/25/11,76.7,82.9,69.1,,54.67
6/26/11,74.8,80.1,64.9,,54.25
6/27/11,75.59,79,71.1,0,61.29
6/28/11,76.06,82.9,68,0.08,79.38
6/29/11,79,84,73,,51.06
6/30/11,75.53,84,66,,46.83
7/1/11,77.35,86,66.9,,36.58
7/2/11,79.01,88,69.1,,48.71
7/3/11,79.22,89.1,73,0.02,69.1
7/4/11,80.94,89.1,72,,60.67
7/5/11,82.68,91,71.1,,49.58
7/6/11,82.24,91.9,73,,65.62
7/7/11,81.13,95,73.4,0.01,66.62
7/8/11,75.85,86,71.6,1.48,81.33
7/9/11,79.92,90,69.8,,56.58
7/10/11,80.93,100.6,70,,45.79
7/11/11,83.82,91.9,75,,61.42
7/12/11,85.72,93,77,,55.46
7/13/11,82.82,87.1,77,,47.29
7/14/11,75.61,84.9,66.9,,46.29
7/15/11,77.82,86,68,,50.5
7/16/11,78.48,87.1,69.1,,51.88
7/17/11,80.01,90,70,,56.79
7/18/11,83.68,93,73.9,,60.88
7/19/11,83.06,95,73.4,0.59,66.12
7/20/11,81.76,90,73.9,,73.23
7/21/11,86.77,98.6,77,,68.92
7/22/11,92.5,102,82.4,,62.19
7/23/11,91.98,100,82.9,,51.5
7/24/11,86.41,98.1,77,0,62.04
7/25/11,79.18,87.8,75,0.25,78.03
7/26/11,82.46,91,75,0,59.91
7/27/11,80.67,88,73,,48.88
7/28/11,80.75,87.1,73,0.03,56.94
7/29/11,82.79,96.1,73,0.33,72.17
7/30/11,84.97,93,78.1,,48.9
7/31/11,82.44,93,73,,55.45
8/1/11,81.08,96.8,72,0,58.79
8/2/11,80.94,91,72,,52.09
8/3/11,76.54,84,69.1,1.6,65.62
8/4/11,74.06,82,69.8,0.15,76.06
8/5/11,76.37,82.9,68,,69.39
8/6/11,77.88,86,70,0,71.38
8/7/11,82.34,90,75.2,0.01,74.39
8/8/11,84.3,91,78.1,,58.42
8/9/11,77.97,82.9,71.6,1.87,74.26
8/10/11,78.55,86,70,,58.71
8/11/11,77.47,82,70,,44.12
8/12/11,75.92,84,64.9,,45.67
8/13/11,75.05,84.9,66.9,0.06,69.46
8/14/11,71.93,75,69.8,4.84,89.12
8/15/11,73.84,80.6,69.8,0.9,80.89
8/16/11,74.22,81,66.9,0,70.69
8/17/11,78.1,88,69.1,,56.79
8/18/11,75.96,87.1,66.2,1.98,73.72
8/19/11,73.81,86,66.2,0.71,76.62
8/20/11,74.88,86,66,,74.34
8/21/11,76.21,86,72,0.05,79.91
8/22/11,74.32,79,71.1,0,54.83
8/23/11,71.22,80.1,61,,50.83
8/24/11,73.62,82.4,63,,63.9
8/25/11,75.2,81,71.6,0.62,82.57
8/26/11,76.77,86,69.1,0,79.56
8/27/11,74.69,78.1,71.6,4.46,89.86
8/28/11,72.81,79,64.9,1.24,74.9
8/29/11,69.3,78.1,60.1,,53.17
8/30/11,71.88,82,61,,55.54
8/31/11,73.79,84.9,63,,58.96
9/1/11,72.36,81,63,,65.54
9/2/11,70.25,77,64,,71.59
9/3/11,73.9,82.9,66.9,,67.96
9/4/11,76.63,86,69.1,,72.29
9/5/11,76.75,84,69.8,0,75.23
9/6/11,63.23,69.8,60.8,2.24,88.55
9/7/11,75.28,84.9,66,0.48,83.75
9/8/11,71.99,73.9,69.1,3.65,89.71
9/9/11,75.72,82.9,69.8,0,77.93
9/10/11,75.89,84,70,,75.06
9/11/11,70.9,79,66.2,0.38,82.27
9/12/11,71.91,82,64,0.13,73.65
9/13/11,74.41,84,64.9,,68.88
9/14/11,76.67,87.1,69.1,,70.01
9/15/11,66.93,77,54,0.18,74.56
9/16/11,58.33,64,51.1,,54.25
9/17/11,59.41,68,53.1,,62.42
9/18/11,61.28,69.1,54,,63.54
9/19/11,61.82,70,54,,66.48
9/20/11,65.06,70,60.1,0.03,82.65
9/21/11,67.88,75.9,60.1,0.03,87.05
9/22/11,73.33,79,69.1,0.01,84.13
9/23/11,71.87,75.2,69.1,2.32,92.57
9/24/11,71,73.9,68,0.03,87.49
9/25/11,73.98,81,69.1,0,79.63
9/26/11,72.97,80.1,68,,81.99
9/27/11,72.76,82.9,68,0.09,84.9
9/28/11,73.39,79,69.8,0.52,87.05
9/29/11,71.99,78.1,64.9,0.04,72.77
9/30/11,66.77,75.9,60.1,0.14,64.42
10/1/11,60.2,66,53.6,0.12,73.13
10/2/11,51.95,55.9,48.2,0.46,80.45
10/3/11,52.13,55.9,48.2,0,71.06
10/4/11,56.76,64.9,48,0.01,70.6
10/5/11,62.91,73.9,53.1,,57.67
10/6/11,58.14,68,48,,51.13
10/7/11,58.73,69.8,50,,55.48
10/8/11,62,75,51.1,,64
10/9/11,68.03,84,55,,61.48
10/10/11,69.35,81,57,,65.08
10/11/11,67.44,73.9,63,,64.46
10/12/11,61.29,63,59,0.26,83.64
10/13/11,64.17,70,60.1,0.03,91.05
10/14/11,67,73.9,57,0.26,75.73
10/15/11,61.55,69.1,55.9,,45.21
10/16/11,61.15,69.1,53.1,,46.21
10/17/11,62.46,70,55.9,,50.74
10/18/11,60.68,72,50,,64.8
10/19/11,63.69,70,60.1,0.93,89.93
10/20/11,62.34,71.6,57,0,63.56
10/21/11,53.96,57.9,48,,56.79
10/22/11,51.69,59,44.1,,62.96
10/23/11,52.15,61,42.1,,64.04
10/24/11,55.56,64.9,46.4,1.66,73.83
10/25/11,56,64.9,46.9,,59.98
10/26/11,57.74,64.9,50,,67.88
10/27/11,55.75,63,42.1,0.17,83.83
10/28/11,44.43,51.1,37.9,,53
10/29/11,37.87,45,33.1,1.38,82.69
10/30/11,41.38,50,35.1,0,62.48
10/31/11,44.8,55.9,34,,68.18
11/1/11,50.4,59,43,,60.3
11/2/11,48.14,60.1,37.9,,65.11
11/3/11,50.94,63,42.1,,73
11/4/11,50.11,57,44.1,,54.23
11/5/11,43.35,53.1,36,,48.62
11/6/11,45.7,55,35.1,,63.24
11/7/11,48.51,61,37,,80.09
11/8/11,54.86,72,44.1,,69.75
11/9/11,52.35,64.9,41,,79.51
11/10/11,52.87,62.6,44.6,0.05,83.21
11/11/11,43.97,48,39,,49.09
11/12/11,47.28,59,36,,53.39
11/13/11,53.1,62.1,41,,52.43
11/14/11,62.29,71.1,54,,58.13
11/15/11,62.17,66,55.9,0,67.67
11/16/11,56.12,57.9,54,0.73,90.33
11/17/11,46.14,53.1,39.9,0,54.53
11/18/11,39.21,45,35.1,,45.62
11/19/11,43.97,53.1,35.1,,57.61
11/20/11,56.45,63,48.9,0.04,69.02
11/21/11,53.24,55.9,48.9,0.03,78.91
11/22/11,49.99,53.1,46.4,1.66,91.19
11/23/11,53.73,62.6,42.1,0.79,81.18
11/24/11,45.82,57,37.9,,62.52
11/25/11,49.96,63,39.9,,61.17
11/26/11,50.31,64.9,39,,67.38
11/27/11,54.8,64.9,41,,71.56
11/28/11,60.48,69.1,51.1,0.01,72.11
11/29/11,58.72,68,48.9,0.57,86.31
11/30/11,46.94,50,43,,61.67
12/1/11,43.77,51.1,37.9,,48.96
12/2/11,43.76,54,34,,57.05
12/3/11,41.12,50,34,,60.22
12/4/11,45.95,57,37,,76.19
12/5/11,51.81,60.1,42.8,0.04,85.89
12/6/11,59.89,63,57,0.15,87.66
12/7/11,55.69,61,41,2.04,89.94
12/8/11,40.78,46,37,0.07,55.65
12/9/11,42.34,52,32,,71.86
12/10/11,39.74,44.1,30.9,,52.19
12/11/11,33.69,41,28,,50.41
12/12/11,34.99,43,27,,58.74
12/13/11,38.55,48,28,,49.91
12/14/11,43.52,51.1,35.1,,62.26
12/15/11,52.81,57.9,46,0.01,69.21
12/16/11,47.3,55,42.1,,48.56
12/17/11,37.78,42.1,33.1,0,56.75
12/18/11,31.79,36,28,,50.73
12/19/11,39.71,48.9,27,,61.33
12/20/11,45.03,51.1,41,0.03,69.48
12/21/11,52.38,62.6,41,0.07,85.55
12/22/11,54.27,60.1,48,0.17,63.44
12/23/11,46.92,51.8,37.9,1.22,70.23
12/24/11,35.55,39.9,30,,57
12/25/11,38.12,46.9,30,,64.68
12/26/11,42.67,48.9,34,,52.96
12/27/11,44.86,57.9,34,0.57,79.17
12/28/11,40.17,46,30.9,,52.36
12/29/11,32.65,37.9,27,,53.61
12/30/11,42.84,54,33.1,,69.09
12/31/11,49.7,57,43,,64.64
1/1/12,46.94,53.1,36,0.02,69.65
1/2/12,38.78,48,33.1,,40.78
1/3/12,27.12,33.1,19,0,41.3
1/4/12,21.91,30.2,14,0.01,47.11
1/5/12,33.93,39.9,28.4,,64.47
1/6/12,41.32,55.9,28.9,,58.05
1/7/12,48.43,62.1,35.1,,52.64
1/8/12,42.53,48,34,,46.58
1/9/12,35.48,39.9,30.9,,51.8
1/10/12,39.49,48.9,32,,63.86
1/11/12,40.08,48.9,28.9,0.36,73.88
1/12/12,47.66,52,42.1,0.68,91.46
1/13/12,39.06,201.7,28.9,0.05,57.56
1/14/12,30.62,35.1,27,,48.9
1/15/12,24.21,28,18,0,44.39
1/16/12,28.66,37.9,18,0.03,47.67
1/17/12,46.03,55,37,0.3,77.63
1/18/12,39.14,53.1,26.1,0.02,43.15
1/19/12,30.05,37,19.9,,49.08
1/20/12,31.52,36,28,,42.57
1/21/12,27.79,30.9,24.8,0.38,80.34
1/22/12,26.79,34,19.4,,75
1/23/12,40.7,51.1,33.8,0.29,92.34
1/24/12,46.59,54,41,,73.4
1/25/12,41.28,46,37.9,,55.54
1/26/12,41.22,45,37.9,0.05,73.86
1/27/12,50.72,61,42.8,0.42,73.83
1/28/12,42.22,48.9,34,,52.04
1/29/12,38.69,45,32,0,36.2
1/30/12,37.17,42.1,34,0,40.67
1/31/12,47.62,61,35.1,,47.7
2/1/12,55.73,66,48,0.01,51.45
2/2/12,44.59,48,39,0,56.09
2/3/12,38.77,46,32,,47.35
2/4/12,38.3,45,32,,62.95
2/5/12,38.3,44.1,32,,46.7
2/6/12,39.08,51.1,28,,58.62
2/7/12,41.76,52,32,,54.13
2/8/12,35.78,39.9,32,0.08,66.6
2/9/12,35.72,42.1,30.9,0,59.52
2/10/12,37.2,45,30,0,57.79
2/11/12,33.53,37.9,26.6,0.26,83.03
2/12/12,26.81,32,19,0,49.46
2/13/12,34.45,44.1,25,,45.92
2/14/12,42.16,52,34,0,52.65
2/15/12,42.68,48,34,0,67.12
2/16/12,39.96,44.1,33.1,0.16,80.15
2/17/12,45.35,52,35.1,,59.81
2/18/12,43.15,52,33.1,,44.65
2/19/12,39.96,46,34,,46.54
2/20/12,39.17,46.9,34,,40.17
2/21/12,40.8,50,30,,54.05
2/22/12,49.81,60.1,37.9,0,58.25
2/23/12,54.13,61,48,0,47.04
2/24/12,44.9,50,42.1,0.29,76.8
2/25/12,40.18,44.1,37,0,42.09
2/26/12,38.77,46,30.9,,43.54
2/27/12,46.22,59,33.1,,53.84
2/28/12,45.15,52,37.9,,39.58
2/29/12,42.17,45,37,1.03,84.13
3/1/12,46.28,53.1,39.9,0.02,76.86
3/2/12,42.78,48.9,34,0.17,72.47
3/3/12,50.94,57.9,46,0.13,61.45
3/4/12,41.45,45,35.1,,39.67
3/5/12,37.53,44.1,30,0,44.67
3/6/12,35.62,44.1,28,,41
3/7/12,49.99,62.6,35.1,,56
3/8/12,61.84,70,52,,60.5
3/9/12,47.65,64,39,0.02,42.32
3/10/12,36.89,43,30.9,,33.86
3/11/12,46.02,59,33.1,,46.55
3/12/12,53.68,69.1,39,,51.88
3/13/12,63.84,75.9,53.6,0.08,69.07
3/14/12,62.95,73.9,50,,46.73
3/15/12,50.42,57,46.9,,78.12
3/16/12,50.84,59,46.4,0,88.31
3/17/12,55.88,71.1,46.4,,78.23
3/18/12,52.88,64,46.4,,83.1
3/19/12,60.53,75.9,46.9,,72.72
3/20/12,62.91,75.9,55.4,0,84.3
3/21/12,62.51,70,57.2,0.01,85.31
3/22/12,62.63,71.1,57.2,,87.66
3/23/12,63.93,80.1,53.1,,76.4
3/24/12,55.09,60.1,50,0.07,76.46
3/25/12,50.87,57.2,46.4,0.01,87.09
3/26/12,48.54,55.9,37,,51.17
3/27/12,42.45,53.1,32,0.01,25.61
3/28/12,55.53,64.9,43,0,53.29
3/29/12,55.45,66,43,,46.34
3/30/12,46,55,37.9,,52.18
3/31/12,44.3,48,42.8,0.27,88.33
4/1/12,48.2,55.9,42.8,0.14,76.54
4/2/12,50.34,59,42.1,0.19,49.38
4/3/12,55.35,66.9,44.1,,26.77
4/4/12,60.85,71.1,52,0,36.8
4/5/12,51.47,60.1,42.1,,37.5
4/6/12,48.11,57.9,37.9,,36
4/7/12,51.94,63,41,,24.08
4/8/12,57,70,39.9,,26.24
4/9/12,57.42,64.9,48.9,,31.17
4/10/12,54.45,61,46.9,,40.08
4/11/12,47.29,53.1,41,0,50.45
4/12/12,50.96,59,43,0,47.67
4/13/12,52.9,64,42.1,,41.14
4/14/12,60.1,72,46.9,,47.5
4/15/12,68.47,80.6,57,0.04,56.29
4/16/12,73.25,87.1,60.8,,59.26
4/17/12,70.96,78.1,63,,39.14
4/18/12,55.53,62.1,53.1,0,51.12
4/19/12,58.9,70,51.1,0,67.62
4/20/12,61.89,73.9,50,,76.53
4/21/12,66.28,79,53.6,0.15,72.94
4/22/12,50.69,55.9,48,1.8,86.65
4/23/12,45.9,48.9,43,0.17,82.67
4/24/12,52.07,62.1,42.1,,41
4/25/12,54.57,64.9,42.1,,45
4/26/12,56.7,66.2,46.9,0.06,74.82
4/27/12,52.34,60.8,45,0,49.04
4/28/12,48.48,55,39.9,0,45.3
4/29/12,55.02,66.9,43,,35.1
4/30/12,54.86,62.1,45,,38.48
5/1/12,64.92,78.1,55.9,0.25,74.63
5/2/12,54.92,61,52,0.08,89.42
5/3/12,57.68,64.9,51.8,0.08,89.62
5/4/12,65.97,80.1,57,0.08,83.8
5/5/12,63.57,68,59,0,88.94
5/6/12,60.09,66.9,54,,76.51
5/7/12,58.79,69.1,51.1,0,70.96
5/8/12,64.44,72,55.9,0.01,69.06
5/9/12,66.29,73.9,57.2,0.48,83.19
5/10/12,60.23,66.9,53.1,0.1,57
5/11/12,61.57,72,50,,42.82
5/12/12,67.02,80.1,51.1,,45.12
5/13/12,70.52,81,57.9,,55.42
5/14/12,66.45,70,64,0.06,77.04
5/15/12,68.72,75.9,64,0.82,84.83
5/16/12,72.68,81,64.4,0,70.04
5/17/12,65.55,73,57,,48.38
5/18/12,64.08,75,53.1,,54
5/19/12,67.49,81,53.1,,43.62
5/20/12,68.51,79,57,,55.51
5/21/12,64.33,69.8,60.8,0.25,91.93
5/22/12,67.25,73.4,62.1,0.16,87.28
5/23/12,70.67,82,62.6,,81.03
5/24/12,71.63,81,64.4,0.94,78.17
5/25/12,74.24,84.2,66.9,0,78.26
5/26/12,74.76,86,66.2,,78.44
5/27/12,79,88,70,,69.12
5/28/12,80.23,91,69.1,,64.58
5/29/12,81.43,91.9,71.1,0.11,68.15
5/30/12,72.96,78.1,68,0,77.92
5/31/12,74.64,81,66.9,,52.67
6/1/12,70.88,79,64,0.68,66.37
6/2/12,68.27,73,63,0.09,59.32
6/3/12,67.36,77,57.9,0.05,56.62
6/4/12,61.92,66,57,0.4,74.98
6/5/12,60.53,68,52,0,61.96
6/6/12,65.08,73,54,,60.75
6/7/12,69.26,79,59,0,59.72
6/8/12,72.73,82.9,59,,50.79
6/9/12,76.98,88,64,,48
6/10/12,79.81,91.9,66.9,,54.91
6/11/12,74.27,84,68,,75.75
6/12/12,70.17,72,68,0.98,87.91
6/13/12,72.56,80.1,68,0.01,66.99
6/14/12,70.96,81,64.9,0,71.19
6/15/12,71,82,60.1,,58.17
6/16/12,70.93,81,62.1,,53.71
6/17/12,67.38,77,62.1,,66.75
6/18/12,65.43,72,57,,70.04
6/19/12,72.31,81,64.9,0,73.64
6/20/12,83.71,96.1,70,,63.79
6/21/12,87.55,97,75.2,,55
6/22/12,82.27,93.9,69.8,0.55,67.45
6/23/12,78.8,87.1,71.1,,55.16
6/24/12,78.34,87.1,69.8,0,50.05
6/25/12,76.28,82.9,68,0,58.67
6/26/12,69.97,78.1,60.1,,43.42
6/27/12,75.63,84.9,61,,41.14
6/28/12,81.33,91.9,66.9,,44.42
6/29/12,85.63,97,72,0.01,58.9
6/30/12,83.18,93,73,0.17,60.35
7/1/12,85.84,96.1,73.4,,55.25
7/2/12,84.1,90,75,,39.04
7/3/12,83.31,91.9,72,,46.75
7/4/12,85.3,95,75,0,57.33
7/5/12,89.45,97,82,0,46.62
7/6/12,87.12,96.1,75.9,,38.26
7/7/12,88.72,100.9,80.1,0,55.73
7/8/12,84.37,88,80.1,,58.96
7/9/12,81.73,89.1,75,,47.46
7/10/12,78.94,88,72,0.03,59.46
7/11/12,78.04,89.1,70,,62
7/12/12,79.44,89.1,71.1,,55.09
7/13/12,80.42,89.1,72,0,56.83
7/14/12,74.96,80.1,68,0.47,74.53
7/15/12,81.29,91,73.4,0.24,75.54
7/16/12,82.1,91,73,0,68.75
7/17/12,87.23,97,75.9,,50.58
7/18/12,88.06,99,81,,58.12
7/19/12,77.83,82.4,73.4,,76.72
7/20/12,69.72,73.9,64.4,0.26,86.66
7/21/12,71.85,79,64.4,0,67.04
7/22/12,76.47,84,71.1,,66.04
7/23/12,80.72,91,73,0,71.98
7/24/12,86.3,97,77,,56.67
7/25/12,79.12,86,70,,40.92
7/26/12,80.29,93.9,71.1,0.45,67.99
7/27/12,82.2,90,73.4,0.01,70.37
7/28/12,81.55,91.9,71.1,0.04,71.26
7/29/12,78,84.9,71.1,,75.89
7/30/12,77.78,88,71.1,,70.88
7/31/12,77.49,84.9,70,,70.06
8/1/12,75.41,81,71.1,0.43,82.21
8/2/12,80.72,91,71.6,,71.19
8/3/12,82.03,91.9,75.2,0.03,73.41
8/4/12,82.08,91.9,75,0,75.03
8/5/12,83.17,95,73.4,0.67,72.82
8/6/12,81.88,89.1,75.2,0.23,62.13
8/7/12,78.67,84.9,71.1,,60.08
8/8/12,80.84,88,73.4,,71.58
8/9/12,81.27,91,73,,73.76
8/10/12,78.66,82.9,71.1,1.1,82.56
8/11/12,79.14,84.9,73.9,0.07,77.95
8/12/12,78.31,84,71.1,0,60.32
8/13/12,78.41,86,70,,53.79
8/14/12,75.5,82,71.6,0.35,82.87
8/15/12,77.44,84.9,71.6,0.63,77.07
8/16/12,77.71,86,70,,57.23
8/17/12,79.56,89.1,71.1,0.41,64.98
8/18/12,73.58,81,64.4,0.43,66.35
8/19/12,71.82,78.1,64.9,0,59.13
8/20/12,74.07,80.1,68,,59.61
8/21/12,73.92,81,64.9,,63.42
8/22/12,76.82,84.9,68,,58.92
8/23/12,78.13,87.1,69.1,,62.85
8/24/12,79.44,89.1,72,,58.67
8/25/12,76.48,81,72,0,70.46
8/26/12,77.29,88,71.1,,67.04
8/27/12,78.03,87.1,71.6,0.85,79.45
8/28/12,80.47,88,75,0.17,65.19
8/29/12,75.72,82,69.1,,52.13
8/30/12,75.65,84.9,64.9,,54.79
8/31/12,80.82,91.9,70,,60.7
9/1/12,82.35,90,73.9,,54.62
9/2/12,75.21,78.8,73,0.16,87.94
9/3/12,74.66,78.1,73,0.4,90.62
9/4/12,77.21,82.4,73,2.79,87.1
9/5/12,80.08,84.9,73.9,0.02,74.83
9/6/12,75.51,80.1,71.1,0,76.09
9/7/12,78.12,88,71.1,,74.85
9/8/12,75.84,88,68,0.31,79.47
9/9/12,70.57,78.1,62.1,,59.88
9/10/12,66.97,75,60.1,,50.38
9/11/12,66,75,54,,49.54
9/12/12,69,79,57.9,,58.12
9/13/12,70.05,80.1,60.1,,64.88
9/14/12,71,81,61,,69.42
9/15/12,68.42,75,62.1,,54.9
9/16/12,66.72,75,59,,50.46
9/17/12,68.3,78.1,57,,59.29
9/18/12,73.24,80.1,69.1,0.73,82.62
9/19/12,65.54,70,57.9,0.01,57.69
9/20/12,63.95,73.9,55,,58.96
9/21/12,67.63,78.1,60.1,,68.56
9/22/12,71.51,84,61,0.51,73.12
9/23/12,63.35,69.1,55.9,,50.75
9/24/12,59.63,66.9,51.1,,51.43
9/25/12,63.9,75.2,54,,60.71
9/26/12,71.9,80.1,64.9,0,64.29
9/27/12,70.42,75,66,0.21,77.28
9/28/12,72.21,78.1,66.9,0.01,72.07
9/29/12,62.15,64.9,57.9,0,67.71
9/30/12,61.99,69.1,55,0,62.08
10/1/12,62.39,72,52,0,62.1
10/2/12,67.91,73.4,64,0.06,84.8
10/3/12,72.63,81,66.2,0.01,85.97
10/4/12,72.5,77,64.9,0.01,84.23
10/5/12,70.1,81,61,,64.38
10/6/12,66.13,77,55.9,,66.22
10/7/12,51.83,54,48,0.17,69.52
10/8/12,49.89,54,44.1,0.02,74
10/9/12,55,59,50,0.03,84.41
10/10/12,61.28,68,55,0,69.85
10/11/12,54.05,60.1,48.9,,46.33
10/12/12,52.12,62.1,45,,55.21
10/13/12,48.42,59,37,,50.22
10/14/12,62.82,73.9,50,,60.67
10/15/12,65.61,69.8,61,0.06,79.25
10/16/12,56.39,62.1,48.9,,55.7
10/17/12,53.65,63,44.1,,63.92
10/18/12,60.62,72,48,,72.21
10/19/12,67.63,73.9,63,0.37,86.22
10/20/12,60.03,66,53.1,,63.92
10/21/12,56.85,66,48,,54.96
10/22/12,57.71,69.1,48,,57
10/23/12,60.23,71.1,51.1,0,73.07
10/24/12,62.45,73,55.4,,81.21
10/25/12,61.5,64.4,59,,86.24
10/26/12,63.69,68,60.1,,79.27
10/27/12,62.13,66.9,59,,72.04
10/28/12,57.39,60.1,55,0.41,72.95
10/29/12,55.83,62.6,51.1,2.62,85.47
10/30/12,46.22,51.8,43,0.21,84.07
10/31/12,46.8,51.1,42.8,0,71.91
11/1/12,48.54,51.1,45,0,64
11/2/12,47.77,50,45,0,60.47
11/3/12,46.17,48.9,44.1,,51.3
11/4/12,43.86,48,37,,52.04
11/5/12,41.43,46,39,,50.67
11/6/12,38.71,45,32,,50.91
11/7/12,37.9,42.1,35.1,0.39,68.55
11/8/12,44.76,52,35.6,0.01,36.23
11/9/12,46.16,55.9,33.1,,47.25
11/10/12,47.3,57,37.9,,70.08
11/11/12,53.57,66.9,42.1,,71.57
11/12/12,57.95,70,44.1,,79.35
11/13/12,47.39,63,39.9,0.14,71.97
11/14/12,41.35,48.9,35.1,,54.08
11/15/12,41.9,48.9,37,,57.61
11/16/12,42.84,48.9,39,,52.68
11/17/12,43.95,55,36,,58.3
11/18/12,44.89,51.1,37.9,,66.82
11/19/12,46.63,53.1,39.9,,69.54
11/20/12,47.29,52,39.9,,65.1
11/21/12,46.38,55,39,,53.86
11/22/12,44.99,57,37,,65.96
11/23/12,45.82,57,33.8,0,77.85
11/24/12,41.45,48.9,37.9,,41.25
11/25/12,36.21,39.9,32,,52.14
11/26/12,39.93,48.9,28.9,,54.86
11/27/12,38.27,41,37,0.5,83.42
11/28/12,37.85,42.1,33.1,,59.66
11/29/12,38.21,46.9,30,,55.19
11/30/12,40.3,48.9,30.2,,67.52
12/1/12,44.16,50,39,,80.57
12/2/12,47.2,54,42.1,0.01,87.09
12/3/12,55.41,66,44.1,,79.6
12/4/12,57.19,64.9,48.9,,79.08
12/5/12,51.55,57.9,37.9,0.01,53.41
12/6/12,36.1,42.1,30.9,,52.24
12/7/12,41.06,46.9,33.8,0.19,86.76
12/8/12,48.31,51.1,44.6,0.19,93.96
12/9/12,45.9,50,42.8,0.32,91.15
12/10/12,53.28,60.8,44.6,0.05,95.64
12/11/12,47.14,57.2,39,0.09,66.66
12/12/12,40.86,46.9,37,,53.04
12/13/12,40.37,48,35.1,,53.54
12/14/12,39.44,51.1,30.2,,62.67
12/15/12,41.77,48.9,33.1,,69.57
12/16/12,47.84,51.8,43,0.05,86.99
12/17/12,45.89,48.2,44.1,0.04,94.34
12/18/12,49.92,59,43,0.33,73.79
12/19/12,43.9,50,37.9,,56.48
12/20/12,41.43,48.9,33.1,0.3,69.51
12/21/12,45.25,59,37.9,1.28,67.49
12/22/12,38.72,42.1,36,,50.68
12/23/12,37.1,45,30.9,,52.29
12/24/12,35.47,41,28.9,0.13,66.48
12/25/12,37.67,42.1,35.1,0,77.3
12/26/12,36.3,45,32,1.18,83.02
12/27/12,38.48,43,36,0.03,68.81
12/28/12,36.36,41,33.1,,57.83
12/29/12,33.33,35.6,32,0.22,81.65
12/30/12,35.51,39,30,,49.5
12/31/12,35.22,41,30,,57
1/1/13,39.02,42.1,33.1,,59.88
1/2/13,31.12,35.1,28,,48.06
1/3/13,30.09,35.1,26.1,,53.95
1/4/13,35.21,39,30.9,,53.14
1/5/13,35.48,42.1,28.9,,53.71
1/6/13,40.64,48,32,0.09,59.32
1/7/13,39.51,46,32,,59.83
1/8/13,38.37,48,28.4,,71.89
1/9/13,42.58,50,33.1,0,73.43
